"Mã khách hàng","Tên khách hàng","Ngày xuất hóa đơn","Ngày chốt chỉ số","Ngày thanh toán","Kỳ","Doanh thu","Số tiền sau thuế","Sản lượng","Sản lượng phản kháng","Đính kèm","Địa chỉ","Địa chỉ: Địa chỉ KCN"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","28/02/2025","28/02/2025","05/03/2025","1","12.716.692 ₫","12.716.692 ₫","6.148",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","28/02/2025","28/02/2025","07/03/2025","1","541.519 ₫","584.841 ₫","254",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","28/02/2025","28/02/2025","04/03/2025","1","7.369.399 ₫","7.958.951 ₫","3.434",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP","28/02/2025","28/02/2025","06/03/2025","1","20.521.154 ₫","22.162.846 ₫","9.789",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","28/02/2025","28/02/2025","05/03/2025","3","72.354.893 ₫","78.143.284 ₫","34.443",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","28/02/2025","28/02/2025","05/03/2025","3","67.372.424 ₫","72.762.218 ₫","31.052",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-006","CÔNG TY TNHH BEST PACIFIC VIỆT NAM – CHI NHÁNH HƯNG YÊN","28/02/2025","28/02/2025","08/03/2025","1","72.893.078 ₫","72.893.078 ₫","34.891",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-005","CÔNG TY TNHH CÔNG NGHIỆP TITAN (HƯNG YÊN)","28/02/2025","28/02/2025","10/03/2025","1","12.927.466 ₫","13.961.663 ₫","3.878",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002A","CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM)","28/02/2025","28/02/2025","09/03/2025","1","261.358.959 ₫","261.358.959 ₫","122.855",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCN03-001","CÔNG TY CỔ PHẦN QUẢN LÝ KHU CÔNG NGHIỆP ECOLAND","28/02/2025","28/02/2025","07/03/2025","1","37.319.112 ₫","40.304.641 ₫","17.854",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNTH-008"," CÔNG TY TNHH HUM&C VINA","28/02/2025","28/02/2025","05/03/2025","1","90.033.655 ₫","90.033.655 ₫","39.198",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","28/02/2025","28/02/2025","04/03/2025","1","11.137.282 ₫","12.028.265 ₫","4.948",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","28/02/2025","28/02/2025","03/03/2025","3","77.274.690 ₫","83.456.665 ₫","44.070",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/02/2025","20/02/2025","25/02/2025","2","115.578.996 ₫","115.578.996 ₫","54.810",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","20/02/2025","20/02/2025","24/02/2025","2","85.826.198 ₫","92.692.294 ₫","39.067",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","20/02/2025","20/02/2025","25/02/2025","2","90.385.208 ₫","97.616.025 ₫","41.820",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/02/2025","20/02/2025","25/02/2025","2","63.321.690 ₫","68.387.425 ₫","35.070",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","10/02/2025","10/02/2025","10/02/2025","1","58.564.596 ₫","63.249.764 ₫","26.114",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/02/2025","10/02/2025","15/02/2025","1","42.904.980 ₫","46.337.378 ₫","24.990",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","10/02/2025","10/02/2025","10/02/2025","1","59.275.192 ₫","64.017.207 ₫","27.696",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/02/2025","10/02/2025","14/02/2025","1","89.479.242 ₫","89.479.242 ₫","43.014",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003A","CÔNG TY TNHH CÔNG NGHIỆP BE BRIGHT","31/01/2025","31/01/2025","07/02/2025","1","27.657.132 ₫","29.869.703 ₫","11.814",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-011","CÔNG TY TNHH XULI CARGO CONTROL (VIET NAM)","31/01/2025","31/01/2025","05/02/2025","1","14.752.880 ₫","14.752.880 ₫","7.584",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-008"," CÔNG TY TNHH HUM&C VINA","31/01/2025","31/01/2025","05/02/2025","1","73.375.722 ₫","73.375.722 ₫","33.986",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-010A","CÔNG TY TNHH XÂY DỰNG TRUNG QUỐC SAUSUM (VIỆT NAM)","31/01/2025","31/01/2025","10/02/2025","1","22.754.643 ₫","24.575.014 ₫","10.391",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","31/01/2025","31/01/2025","10/02/2025","1","6.354.183 ₫","6.862.518 ₫","2.844",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","31/01/2025","31/01/2025","05/02/2025","1","11.034.820 ₫","11.034.820 ₫","5.424",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","31/01/2025","31/01/2025","05/02/2025","1","10.275.442 ₫","11.097.477 ₫","4.725",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/01/2025","31/01/2025","05/02/2025","1","8.993.400 ₫","9.712.872 ₫","4.113",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/01/2025","31/01/2025","07/02/2025","1","12.572.401 ₫","13.578.193 ₫","5.873",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP","31/01/2025","31/01/2025","05/02/2025","1","17.620.924 ₫","19.030.598 ₫","8.293",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCN03-003A","CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI AN TÂM","31/01/2025","31/01/2025","07/02/2025","1","4.044.345 ₫","4.367.893 ₫","1.943",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/01/2025","31/01/2025","07/02/2025","3","77.056.242 ₫","77.056.242 ₫","35.862",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCN03-001","CÔNG TY CỔ PHẦN QUẢN LÝ KHU CÔNG NGHIỆP ECOLAND","31/01/2025","31/01/2025","07/02/2025","1","50.344.632 ₫","54.372.203 ₫","24.147",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCN03-002A","CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1","31/01/2025","31/01/2025","07/02/2025","1","30.732.921 ₫","33.191.555 ₫","14.892",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/01/2025","31/01/2025","05/02/2025","1","6.536.296 ₫","7.059.200 ₫","3.295",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/01/2025","31/01/2025","06/02/2025","1","67.347.806 ₫","72.735.630 ₫","30.178",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/01/2025","31/01/2025","05/02/2025","3","31.516.583 ₫","34.037.910 ₫","14.187",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/01/2025","31/01/2025","07/02/2025","3","39.847.860 ₫","43.035.689 ₫","22.020",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-006","CÔNG TY TNHH BEST PACIFIC VIỆT NAM – CHI NHÁNH HƯNG YÊN","31/01/2025","31/01/2025","10/02/2025","1","91.884.641 ₫","91.884.641 ₫","45.163",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/01/2025","31/01/2025","05/02/2025","3","49.812.752 ₫","53.797.772 ₫","22.676",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-005","CÔNG TY TNHH CÔNG NGHIỆP TITAN (HƯNG YÊN)","31/01/2025","31/01/2025","05/02/2025","1","15.341.724 ₫","16.569.062 ₫","4.813",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002A","CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM)","31/01/2025","31/01/2025","10/02/2025","1","277.742.694 ₫","277.742.694 ₫","128.693",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","20/01/2025","20/01/2025","26/01/2025","2","66.838.449 ₫","72.185.525 ₫","29.492",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/01/2025","20/01/2025","25/01/2025","2","49.193.700 ₫","53.129.196 ₫","26.040",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","20/01/2025","20/01/2025","24/01/2025","2","79.832.192 ₫","86.218.767 ₫","37.504",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/01/2025","20/01/2025","24/01/2025","2","117.704.304 ₫","117.704.304 ₫","56.256",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","10/01/2025","10/01/2025","12/01/2025","1","81.082.126 ₫","87.568.696 ₫","36.725",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/01/2025","10/01/2025","15/01/2025","1","38.728.830 ₫","41.827.136 ₫","19.650",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","10/01/2025","10/01/2025","15/01/2025","1","98.577.268 ₫","106.463.449 ₫","45.924",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/01/2025","10/01/2025","14/01/2025","1","124.051.062 ₫","124.051.062 ₫","59.040",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCN03-003A","CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI AN TÂM","31/12/2024","31/12/2024","09/01/2025","1","629.569 ₫","679.935 ₫","300",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/12/2024","31/12/2024","31/12/2024","3","131.059.002 ₫","131.059.002 ₫","63.060",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCN03-001","CÔNG TY CỔ PHẦN QUẢN LÝ KHU CÔNG NGHIỆP ECOLAND","31/12/2024","31/12/2024","06/01/2025","1","44.466.434 ₫","48.023.749 ₫","21.349",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/12/2024","31/12/2024","13/01/2025","1","7.187.050 ₫","7.762.014 ₫","3.584",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCN03-002A","CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1","31/12/2024","31/12/2024","15/01/2025","1","18.387.472 ₫","19.858.470 ₫","8.803",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/12/2024","31/12/2024","06/01/2025","1","67.231.086 ₫","72.609.573 ₫","30.338",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-008"," CÔNG TY TNHH HUM&C VINA","31/12/2024","31/12/2024","05/01/2025","1","100.126.894 ₫","100.126.894 ₫","44.961",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-010A","CÔNG TY TNHH XÂY DỰNG TRUNG QUỐC SAUSUM (VIỆT NAM)","31/12/2024","31/12/2024","12/01/2025","1","26.887.407 ₫","29.038.400 ₫","12.347",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","31/12/2024","31/12/2024","10/01/2025","1","2.943.741 ₫","3.179.240 ₫","1.400",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","31/12/2024","31/12/2024","12/01/2025","1","15.318.056 ₫","15.318.056 ₫","7.352",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","31/12/2024","31/12/2024","09/01/2025","1","14.821.682 ₫","16.007.417 ₫","6.714",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/12/2024","31/12/2024","11/01/2024","1","13.740.061 ₫","14.839.266 ₫","6.414",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/12/2024","31/12/2024","10/01/2025","1","49.860.698 ₫","53.849.554 ₫","21.983",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP","31/12/2024","31/12/2024","06/01/2025","1","19.922.868 ₫","21.516.697 ₫","9.135",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/12/2024","31/12/2024","04/01/2025","3","68.074.556 ₫","73.520.520 ₫","30.710",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/12/2024","31/12/2024","31/12/2024","3","69.445.948 ₫","75.001.624 ₫","31.944",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/12/2024","31/12/2024","05/01/2025","3","43.699.530 ₫","47.195.492 ₫","23.070",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-006","CÔNG TY TNHH BEST PACIFIC VIỆT NAM – CHI NHÁNH HƯNG YÊN","31/12/2024","31/12/2024","15/01/2025","1","59.658.402 ₫","59.658.402 ₫","28.514",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-005","CÔNG TY TNHH CÔNG NGHIỆP TITAN (HƯNG YÊN)","31/12/2024","31/12/2024","07/01/2025","1","20.751.393 ₫","22.411.504 ₫","6.389",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002A","CÔNG TY TNHH CÔNG NGHỆ MÔI TRƯỜNG LIHUA (VIỆT NAM)","31/12/2024","31/12/2024","06/01/2025","1","199.307.830 ₫","199.307.830 ₫","93.396",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","31/12/2024","31/12/2024","10/01/2024","1","542.237 ₫","585.616 ₫","0","1.198","1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/12/2024","20/12/2024","28/12/2024","2","126.615.924 ₫","126.615.924 ₫","59.874",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","20/12/2024","20/12/2024","24/12/2024","2","97.686.832 ₫","105.501.779 ₫","45.643",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/12/2024","20/12/2024","24/12/2024","2","53.684.490 ₫","57.979.249 ₫","28.290",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","20/12/2024","20/12/2024","23/12/2024","2","87.819.864 ₫","94.845.453 ₫","40.384",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","10/12/2024","10/12/2024","14/12/2024","1","81.855.389 ₫","88.403.820 ₫","37.946",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/12/2024","10/12/2024","11/12/2024","1","44.866.140 ₫","48.455.431 ₫","23.640",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","10/12/2024","10/12/2024","13/12/2024","1","93.906.904 ₫","101.419.456 ₫","43.076",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/12/2024","10/12/2024","17/12/2024","1","124.752.756 ₫","124.752.756 ₫","60.150",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/11/2024","30/11/2024","04/12/2024","3","128.840.316 ₫","128.840.316 ₫","60.762",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCN03-001","CÔNG TY CỔ PHẦN QUẢN LÝ KHU CÔNG NGHIỆP ECOLAND","30/11/2024","30/11/2024","06/12/2024","1","22.872.321 ₫","24.702.107 ₫","10.801",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCN03-002A","CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1","30/11/2024","30/11/2024","06/12/2024","1","20.418.290 ₫","22.051.753 ₫","9.775",,"1","KCN03","KCN số 3, xã Ân Thi, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","30/11/2024","30/11/2024","05/12/2024","1","4.786.099 ₫","5.168.987 ₫","2.413",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","30/11/2024","30/11/2024","07/12/2024","1","74.472.797 ₫","80.430.621 ₫","33.538",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-008"," CÔNG TY TNHH HUM&C VINA","30/11/2024","30/11/2024","12/12/2024","1","63.924.213 ₫","69.038.150 ₫","27.618",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-010A","CÔNG TY TNHH XÂY DỰNG TRUNG QUỐC SAUSUM (VIỆT NAM)","30/11/2024","30/11/2024","15/12/2024","1","28.589.054 ₫","30.876.178 ₫","13.068",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-009A","CHI NHÁNH CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ THƯƠNG MẠI HỢP NHẤT VIỆT NAM","30/11/2024","30/11/2024","04/12/2024","1","3.081.515 ₫","3.328.036 ₫","1.471",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","30/11/2024","30/11/2024","10/12/2024","1","22.123.200 ₫","22.123.200 ₫","10.436",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","30/11/2024","30/11/2024","14/12/2025","1","21.972.615 ₫","23.730.424 ₫","10.140",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","30/11/2024","30/11/2024","05/12/2024","1","13.830.647 ₫","14.937.099 ₫","6.453",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/11/2024","30/11/2024","05/12/2024","1","41.452.048 ₫","44.768.212 ₫","17.889",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP","30/11/2024","30/11/2024","04/12/2024","1","21.675.129 ₫","23.409.139 ₫","9.915",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","30/11/2024","30/11/2024","04/12/2024","3","31.797.780 ₫","34.341.602 ₫","16.770",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","30/11/2024","30/11/2024","04/12/2024","2","150.985.644 ₫","163.064.496 ₫","70.476",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
